date,city,lat,long,pop,shop,brand,container,capacity,price,quantity,price_ml,profit,profit_per_capita
2012-06-30,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,orange-power,plastic-1.5lt,1500.0,1.93,34175.0,0.0012866666666666666,65957.75,0.1903531581347294
2012-06-30,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,orange-power,can-330ml,330.0,0.32,87945.0,0.0009696969696969697,28142.4,0.08121857882494185
2012-06-30,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,gazoza,plastic-1.5lt,1500.0,1.1,39616.0,0.0007333333333333333,43577.600000000006,0.12576435345250533
2012-06-30,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,gazoza,can-330ml,330.0,0.32,79847.0,0.0009696969696969697,25551.04,0.07373994955296073
2012-06-30,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,lemon-boost,glass-500ml,500.0,0.83,37402.0,0.00166,31043.66,0.089591575229003
2012-06-30,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,lemon-boost,plastic-1.5lt,1500.0,2.33,21874.0,0.0015533333333333334,50966.42,0.147088386214221
2012-06-30,Athens,37.96245,23.687079999999998,672130.0,shop_3,kinder-cola,glass-500ml,500.0,1.34,14594.0,0.00268,19555.960000000003,0.029095502358174763
2012-06-30,Athens,37.96245,23.687079999999998,672130.0,shop_3,kinder-cola,plastic-1.5lt,1500.0,3.45,8156.0,0.0023,28138.2,0.04186422269501436
2012-06-30,Athens,37.96245,23.687079999999998,672130.0,shop_3,kinder-cola,can-330ml,330.0,0.94,13154.0,0.0028484848484848484,12364.759999999998,0.018396381652358917
2012-06-30,Athens,37.96245,23.687079999999998,672130.0,shop_3,adult-cola,glass-500ml,500.0,1.19,17967.0,0.0023799999999999997,21380.73,0.03181040870069778
2012-06-30,Athens,37.96245,23.687079999999998,672130.0,shop_3,adult-cola,plastic-1.5lt,1500.0,2.35,22374.0,0.0015666666666666667,52578.9,0.07822727746120542
2012-06-30,Athens,37.96245,23.687079999999998,672130.0,shop_3,adult-cola,can-330ml,330.0,0.71,25694.0,0.0021515151515151512,18242.739999999998,0.027141683900435924
2012-06-30,Athens,37.96245,23.687079999999998,672130.0,shop_3,orange-power,glass-500ml,500.0,0.75,40235.0,0.0015,30176.25,0.04489644860369274
2012-06-30,Athens,37.96245,23.687079999999998,672130.0,shop_3,orange-power,plastic-1.5lt,1500.0,1.82,22500.0,0.0012133333333333334,40950.0,0.06092571377560888
2012-06-30,Athens,37.96245,23.687079999999998,672130.0,shop_3,orange-power,can-330ml,330.0,0.34,53407.0,0.0010303030303030305,18158.38,0.02701617246663592
2012-06-30,Athens,37.96245,23.687079999999998,672130.0,shop_3,gazoza,glass-500ml,500.0,0.63,37339.0,0.00126,23523.57,0.03499854194873016
2012-06-30,Athens,37.96245,23.687079999999998,672130.0,shop_3,gazoza,plastic-1.5lt,1500.0,0.54,45876.0,0.00036,24773.04,0.03685751268355824
2012-06-30,Athens,37.96245,23.687079999999998,672130.0,shop_3,gazoza,can-330ml,330.0,0.29,57740.0,0.0008787878787878787,16744.6,0.02491274009492211
2012-06-30,Athens,37.96245,23.687079999999998,672130.0,shop_3,lemon-boost,plastic-1.5lt,1500.0,1.54,16568.0,0.0010266666666666666,25514.72,0.037960989689494594
2012-06-30,Larisa,39.63689,22.41761,137540.0,shop_5,kinder-cola,glass-500ml,500.0,1.36,12592.0,0.00272,17125.120000000003,0.12451010615093792
2012-06-30,Larisa,39.63689,22.41761,137540.0,shop_5,kinder-cola,plastic-1.5lt,1500.0,3.44,9485.0,0.0022933333333333334,32628.399999999998,0.23722844263486983
2012-06-30,Larisa,39.63689,22.41761,137540.0,shop_5,kinder-cola,can-330ml,330.0,0.75,18503.0,0.0022727272727272726,13877.25,0.10089610295186854
2012-06-30,Larisa,39.63689,22.41761,137540.0,shop_5,adult-cola,glass-500ml,500.0,1.28,18944.0,0.00256,24248.32,0.17630013087101934
2012-06-30,Larisa,39.63689,22.41761,137540.0,shop_5,adult-cola,plastic-1.5lt,1500.0,2.94,15340.0,0.00196,45099.6,0.3279017013232514
2012-06-30,Larisa,39.63689,22.41761,137540.0,shop_5,orange-power,glass-500ml,500.0,0.73,43899.0,0.00146,32046.27,0.23299600116329797
2012-06-30,Larisa,39.63689,22.41761,137540.0,shop_5,orange-power,plastic-1.5lt,1500.0,1.33,43447.0,0.0008866666666666667,57784.51,0.42012876254180603
2012-06-30,Larisa,39.63689,22.41761,137540.0,shop_5,orange-power,can-330ml,330.0,0.43,38126.0,0.001303030303030303,16394.18,0.1191957248800349
2012-06-30,Larisa,39.63689,22.41761,137540.0,shop_5,gazoza,glass-500ml,500.0,0.57,48890.0,0.00114,27867.3,0.20261233095826667
2012-06-30,Larisa,39.63689,22.41761,137540.0,shop_5,gazoza,plastic-1.5lt,1500.0,1.05,30098.0,0.0007,31602.9,0.22977242983859242
2012-06-30,Larisa,39.63689,22.41761,137540.0,shop_5,gazoza,can-330ml,330.0,0.32,56729.0,0.0009696969696969697,18153.28,0.1319854587756289
2012-06-30,Larisa,39.63689,22.41761,137540.0,shop_5,lemon-boost,glass-500ml,500.0,0.77,32484.0,0.0015400000000000001,25012.68,0.1818574960011633
2012-06-30,Larisa,39.63689,22.41761,137540.0,shop_5,lemon-boost,plastic-1.5lt,1500.0,2.25,17108.0,0.0015,38493.0,0.27986767485822306
2012-06-30,Larisa,39.63689,22.41761,137540.0,shop_5,lemon-boost,can-330ml,330.0,0.49,32283.0,0.001484848484848485,15818.67,0.11501141486113131
2012-06-30,Athens,37.97945,23.71622,672130.0,shop_1,gazoza,glass-500ml,500.0,0.54,60876.0,0.00108,32873.04,0.04890875277104132
2012-06-30,Patra,38.244440000000004,21.73444,164250.0,shop_6,adult-cola,plastic-1.5lt,1500.0,1.86,45050.0,0.00124,83793.0,0.5101552511415525
2012-06-30,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,kinder-cola,can-330ml,330.0,0.81,23986.0,0.002454545454545455,19428.66,0.056070845189926756
2012-06-30,Athens,37.97945,23.71622,672130.0,shop_1,adult-cola,plastic-1.5lt,1500.0,1.5,29408.0,0.001,44112.0,0.0656301608319819
2012-06-30,Athens,37.97945,23.71622,672130.0,shop_1,lemon-boost,can-330ml,330.0,0.5,32489.0,0.0015151515151515152,16244.5,0.0241686876050764
2012-06-30,Athens,37.97945,23.71622,672130.0,shop_1,kinder-cola,plastic-1.5lt,1500.0,3.81,8949.0,0.00254,34095.69,0.05072782051091307
2012-06-30,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,gazoza,glass-500ml,500.0,0.6,63280.0,0.0012,37968.0,0.10957512510750299
2012-06-30,Athens,37.96245,23.687079999999998,672130.0,shop_3,lemon-boost,can-330ml,330.0,0.54,28763.0,0.0016363636363636365,15532.02,0.023108654575751716
2012-06-30,Athens,37.96245,23.687079999999998,672130.0,shop_3,lemon-boost,glass-500ml,500.0,0.96,20029.0,0.0019199999999999998,19227.84,0.02860732298811242
2012-06-30,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,orange-power,plastic-1.5lt,1500.0,1.81,34967.0,0.0012066666666666667,63290.270000000004,0.4715447887407893
2012-06-30,Larisa,39.63689,22.41761,137540.0,shop_5,adult-cola,can-330ml,330.0,0.73,29439.0,0.002212121212121212,21490.47,0.15624887305511126
2012-06-30,Athens,37.97945,23.71622,672130.0,shop_1,orange-power,glass-500ml,500.0,0.78,42218.0,0.00156,32930.04,0.048993557793879164
2012-06-30,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,lemon-boost,can-330ml,330.0,0.58,33836.0,0.0017575757575757575,19624.879999999997,0.05663713340759937
2012-06-30,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,gazoza,glass-500ml,500.0,0.46,88605.0,0.00092,40758.3,0.30367012121979753
2012-06-30,Patra,38.244440000000004,21.73444,164250.0,shop_6,gazoza,plastic-1.5lt,1500.0,0.93,62943.0,0.00062,58536.990000000005,0.3563895890410959
2012-06-30,Athens,37.97945,23.71622,672130.0,shop_1,kinder-cola,can-330ml,330.0,0.56,26492.0,0.0016969696969696972,14835.520000000002,0.022072396708969995
2012-07-31,Athens,37.97945,23.71622,672130.0,shop_1,kinder-cola,glass-500ml,500.0,1.16,21950.0,0.00232,25462.0,0.03788255248240668
2012-07-31,Athens,37.97945,23.71622,672130.0,shop_1,kinder-cola,plastic-1.5lt,1500.0,2.36,19372.0,0.0015733333333333333,45717.92,0.06801946052103015
2012-07-31,Athens,37.97945,23.71622,672130.0,shop_1,kinder-cola,can-330ml,330.0,0.54,35754.0,0.0016363636363636365,19307.16,0.02872533587252466
2012-07-31,Athens,37.97945,23.71622,672130.0,shop_1,adult-cola,plastic-1.5lt,1500.0,2.82,18828.0,0.00188,53094.96,0.07899507535744574
2012-07-31,Athens,37.97945,23.71622,672130.0,shop_1,adult-cola,can-330ml,330.0,0.69,38842.0,0.0020909090909090908,26800.98,0.03987469685923854
2012-07-31,Athens,37.97945,23.71622,672130.0,shop_1,orange-power,glass-500ml,500.0,0.8,45133.0,0.0016,36106.4,0.05371936976477765
2012-07-31,Athens,37.97945,23.71622,672130.0,shop_1,orange-power,can-330ml,330.0,0.41,66930.0,0.0012424242424242424,27441.3,0.04082736970526535
2012-07-31,Athens,37.97945,23.71622,672130.0,shop_1,gazoza,glass-500ml,500.0,0.43,91220.0,0.00086,39224.6,0.058358650856233166
2012-07-31,Athens,37.97945,23.71622,672130.0,shop_1,gazoza,plastic-1.5lt,1500.0,0.22,85465.0,0.00014666666666666666,18802.3,0.027974201419368277
2012-07-31,Athens,37.97945,23.71622,672130.0,shop_1,gazoza,can-330ml,330.0,0.22,86420.0,0.0006666666666666666,19012.4,0.028286789757933736
2012-07-31,Athens,37.97945,23.71622,672130.0,shop_1,lemon-boost,glass-500ml,500.0,0.87,37102.0,0.00174,32278.74,0.04802454882240043
2012-07-31,Athens,37.97945,23.71622,672130.0,shop_1,lemon-boost,plastic-1.5lt,1500.0,2.69,13063.0,0.0017933333333333332,35139.47,0.05228076413788999
2012-07-31,Athens,37.97945,23.71622,672130.0,shop_1,lemon-boost,can-330ml,330.0,0.65,24706.0,0.00196969696969697,16058.900000000001,0.023892550548257036
2012-07-31,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,kinder-cola,plastic-1.5lt,1500.0,3.17,17780.0,0.0021133333333333334,56362.6,0.4199301142163181
2012-07-31,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,kinder-cola,can-330ml,330.0,0.79,25689.0,0.002393939393939394,20294.31,0.151202959342567
2012-07-31,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,adult-cola,glass-500ml,500.0,1.06,39938.0,0.00212,42334.28,0.31541197594975373
2012-07-31,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,adult-cola,plastic-1.5lt,1500.0,2.57,24060.0,0.0017133333333333332,61834.2,0.4606963246634232
2012-07-31,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,adult-cola,can-330ml,330.0,0.68,43018.0,0.002060606060606061,29252.24,0.21794410627407448
2012-07-31,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,orange-power,glass-500ml,500.0,0.87,55919.0,0.00174,48649.53,0.3624638091477361
2012-07-31,Irakleion,,,134219.0,shop_2,orange-power,plastic-1.5lt,1500.0,1.92,29726.0,0.0012799999999999999,57073.92,0.4252298109805616
2012-07-31,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,orange-power,can-330ml,330.0,0.54,46344.0,0.0016363636363636365,25025.760000000002,0.18645467482249162
2012-07-31,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,gazoza,glass-500ml,500.0,0.59,69696.0,0.0011799999999999998,41120.64,0.3063697390086351
2012-07-31,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,gazoza,plastic-1.5lt,1500.0,0.67,71805.0,0.0004466666666666667,48109.350000000006,0.3584391926627378
2012-07-31,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,gazoza,can-330ml,330.0,0.22,145287.0,0.0006666666666666666,31963.14,0.23814169379894054
2012-07-31,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,lemon-boost,glass-500ml,500.0,0.91,40870.0,0.00182,37191.700000000004,0.27709713229870586
2012-07-31,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,lemon-boost,plastic-1.5lt,1500.0,2.09,23622.0,0.0013933333333333332,49369.979999999996,0.3678315290681647
2012-07-31,Patra,38.244440000000004,21.73444,164250.0,shop_6,kinder-cola,glass-500ml,500.0,1.35,30386.0,0.0027,41021.100000000006,0.2497479452054795
2012-07-31,Patra,38.244440000000004,21.73444,164250.0,shop_6,kinder-cola,plastic-1.5lt,1500.0,2.12,33050.0,0.0014133333333333335,70066.0,0.4265814307458143
2012-07-31,Patra,38.244440000000004,21.73444,164250.0,shop_6,adult-cola,glass-500ml,500.0,1.13,51810.0,0.00226,58545.299999999996,0.3564401826484018
2012-07-31,Patra,38.244440000000004,21.73444,164250.0,shop_6,adult-cola,plastic-1.5lt,1500.0,2.78,33582.0,0.0018533333333333331,93357.95999999999,0.568389406392694
2012-07-31,Patra,38.244440000000004,21.73444,164250.0,shop_6,adult-cola,can-330ml,330.0,0.79,44463.0,0.002393939393939394,35125.770000000004,0.2138555251141553
2012-07-31,Patra,38.244440000000004,21.73444,164250.0,shop_6,orange-power,glass-500ml,500.0,0.74,84040.0,0.00148,62189.6,0.378627701674277
2012-07-31,Patra,38.244440000000004,21.73444,164250.0,shop_6,orange-power,plastic-1.5lt,1500.0,1.48,67983.0,0.0009866666666666667,100614.84,0.6125713242009132
2012-07-31,Patra,38.244440000000004,21.73444,164250.0,shop_6,orange-power,can-330ml,330.0,0.49,78816.0,0.001484848484848485,38619.84,0.235128401826484
2012-07-31,Patra,38.244440000000004,21.73444,164250.0,shop_6,gazoza,glass-500ml,500.0,0.52,118467.0,0.0010400000000000001,61602.840000000004,0.37505534246575345
2012-07-31,Patra,38.244440000000004,21.73444,164250.0,shop_6,gazoza,plastic-1.5lt,1500.0,0.86,82174.0,0.0005733333333333334,70669.64,0.4302565601217656
2012-07-31,Patra,38.244440000000004,21.73444,164250.0,shop_6,lemon-boost,glass-500ml,500.0,0.91,48616.0,0.00182,44240.560000000005,0.2693489193302892
2012-07-31,Patra,38.244440000000004,21.73444,164250.0,shop_6,lemon-boost,,1500.0,2.16,33800.0,0.00144,73008.0,0.4444931506849315
2012-07-31,Patra,38.244440000000004,21.73444,164250.0,shop_6,lemon-boost,can-330ml,330.0,0.53,58459.0,0.001606060606060606,30983.27,0.18863482496194825
2012-07-31,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,kinder-cola,glass-500ml,500.0,1.27,25177.0,0.00254,31974.79,0.0922788035855493
2012-07-31,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,kinder-cola,plastic-1.5lt,1500.0,3.43,16395.0,0.002286666666666667,56234.850000000006,0.16229300263779142
2012-07-31,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,kinder-cola,can-330ml,330.0,0.74,28099.0,0.0022424242424242424,20793.26,0.060009061996756145
2012-07-31,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,adult-cola,glass-500ml,500.0,1.11,38230.0,0.00222,42435.3,0.12246769138417672
2012-07-31,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,adult-cola,plastic-1.5lt,1500.0,2.57,30092.0,0.0017133333333333332,77336.44,0.22319190076824955
2012-07-31,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,adult-cola,can-330ml,330.0,0.76,37698.0,0.002303030303030303,28650.48,0.08268489070770155
2012-07-31,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,orange-power,glass-500ml,500.0,0.7,64685.0,0.0014,45279.5,0.13067601341406399
2012-07-31,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,orange-power,plastic-1.5lt,1500.0,1.61,45682.0,0.0010733333333333335,73548.02,0.2122585728220905
2012-07-31,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,orange-power,can-330ml,330.0,0.6,39339.0,0.0018181818181818182,23603.399999999998,0.06811908733571523
2012-07-31,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,gazoza,glass-500ml,500.0,0.52,90780.0,0.0010400000000000001,47205.6,0.13623471148795677
2012-07-31,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,gazoza,plastic-1.5lt,1500.0,0.47,99637.0,0.0003133333333333333,46829.39,0.13514897460909317
2012-07-31,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,gazoza,can-330ml,330.0,0.29,92431.0,0.0008787878787878787,26804.989999999998,0.07735883198365377
2012-07-31,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,lemon-boost,glass-500ml,500.0,0.72,52300.0,0.0014399999999999999,37656.0,0.10867469740434399
2012-07-31,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,lemon-boost,plastic-1.5lt,1500.0,2.34,24322.0,0.00156,56913.479999999996,0.16425151947174907
2012-07-31,Thessaloniki,40.643609999999995,22.93086,346502.0,shop_4,lemon-boost,can-330ml,330.0,0.49,51993.0,0.001484848484848485,25476.57,0.07352503015855608
2012-07-31,Athens,37.96245,23.687079999999998,672130.0,shop_3,kinder-cola,plastic-1.5lt,1500.0,3.4,9206.0,0.0022666666666666664,31300.399999999998,0.04656896731287102
2012-07-31,Athens,37.96245,23.687079999999998,672130.0,shop_3,adult-cola,glass-500ml,500.0,1.26,19378.0,0.00252,24416.28,0.03632672250903843
2012-07-31,Athens,37.96245,23.687079999999998,672130.0,shop_3,adult-cola,plastic-1.5lt,1500.0,1.56,21879.0,0.0010400000000000001,34131.24,0.05078071206463035
2012-07-31,Athens,37.96245,23.687079999999998,672130.0,shop_3,orange-power,glass-500ml,500.0,0.75,49825.0,0.0015,37368.75,0.05559750345915225
2012-07-31,Athens,37.96245,23.687079999999998,672130.0,shop_3,orange-power,can-330ml,330.0,0.56,36715.0,0.0016969696969696972,20560.4,0.03058991564131939
2012-07-31,Athens,37.96245,23.687079999999998,672130.0,shop_3,gazoza,glass-500ml,500.0,0.5,65396.0,0.001,32698.0,0.04864832696055822
2012-07-31,Athens,37.96245,23.687079999999998,672130.0,shop_3,gazoza,plastic-1.5lt,1500.0,0.73,41012.0,0.00048666666666666666,29938.76,0.04454310921994257
2012-07-31,Athens,37.96245,23.687079999999998,672130.0,shop_3,gazoza,can-330ml,330.0,0.29,59667.0,0.0008787878787878787,17303.43,0.02574417151443917
2012-07-31,Athens,37.96245,23.687079999999998,672130.0,shop_3,lemon-boost,glass-500ml,500.0,0.91,24917.0,0.00182,22674.47,0.03373524466992993
2012-07-31,Athens,37.96245,23.687079999999998,672130.0,shop_3,lemon-boost,plastic-1.5lt,1500.0,2.03,14983.0,0.0013533333333333331,30415.489999999998,0.045252391650424766
2012-07-31,Athens,37.96245,23.687079999999998,672130.0,shop_3,lemon-boost,can-330ml,330.0,0.5,35390.0,0.0015151515151515152,17695.0,0.026326752265186795
2012-07-31,Larisa,39.63689,22.41761,137540.0,shop_5,kinder-cola,glass-500ml,500.0,1.22,18264.0,0.00244,22282.079999999998,0.1620043623673113
2012-07-31,Larisa,39.63689,22.41761,137540.0,shop_5,kinder-cola,plastic-1.5lt,1500.0,3.68,11017.0,0.0024533333333333334,40542.560000000005,0.2947692307692308
2012-07-31,Larisa,39.63689,22.41761,137540.0,shop_5,kinder-cola,can-330ml,330.0,0.85,14781.0,0.002575757575757576,12563.85,0.0913468809073724
2012-07-31,Larisa,39.63689,22.41761,137540.0,shop_5,adult-cola,glass-500ml,500.0,1.36,19730.0,0.00272,26832.800000000003,0.19509088265231936
2012-07-31,Larisa,39.63689,22.41761,137540.0,shop_5,adult-cola,plastic-1.5lt,1500.0,2.47,22802.0,0.0016466666666666667,56320.94,0.40948771266540646
2012-07-31,Larisa,39.63689,22.41761,137540.0,shop_5,adult-cola,can-330ml,330.0,0.83,24576.0,0.002515151515151515,20398.079999999998,0.14830652900974262
2012-07-31,Larisa,39.63689,22.41761,137540.0,shop_5,orange-power,glass-500ml,500.0,0.93,29901.0,0.00186,27807.93,0.20218067471281082
2012-07-31,Larisa,39.63689,22.41761,137540.0,shop_5,orange-power,plastic-1.5lt,1500.0,1.46,44282.0,0.0009733333333333333,64651.72,0.47005758324850955
2012-07-31,Larisa,39.63689,22.41761,137540.0,shop_5,orange-power,can-330ml,330.0,0.37,72218.0,0.0011212121212121212,26720.66,0.1942755562018322
2012-07-31,Larisa,39.63689,22.41761,137540.0,shop_5,gazoza,glass-500ml,500.0,0.41,71746.0,0.00082,29415.859999999997,0.21387131016431582
2012-07-31,Larisa,39.63689,22.41761,137540.0,shop_5,gazoza,plastic-1.5lt,1500.0,1.06,34961.0,0.0007066666666666667,37058.66,0.269439144976007
2012-07-31,Larisa,39.63689,22.41761,137540.0,shop_5,gazoza,can-330ml,330.0,0.39,28771.0,0.0011818181818181819,11220.69,0.0815812854442344
2012-07-31,Larisa,39.63689,22.41761,137540.0,shop_5,lemon-boost,glass-500ml,500.0,0.9,24488.0,0.0018,22039.2,0.16023847607968592
2012-07-31,Larisa,39.63689,22.41761,137540.0,shop_5,lemon-boost,plastic-1.5lt,1500.0,1.95,18032.0,0.0013,35162.4,0.2556521739130435
2012-07-31,Larisa,39.63689,22.41761,137540.0,shop_5,lemon-boost,can-330ml,330.0,0.47,42119.0,0.0014242424242424242,19795.93,0.14392852988221608
2012-07-31,Patra,38.244440000000004,21.73444,164250.0,shop_6,kinder-cola,can-330ml,330.0,0.74,39130.0,0.0022424242424242424,28956.2,0.17629345509893454
2012-07-31,Athens,37.96245,23.687079999999998,672130.0,shop_3,kinder-cola,glass-500ml,500.0,1.19,17037.0,0.0023799999999999997,20274.03,0.030163852230967222
2012-07-31,Athens,37.97945,23.71622,672130.0,shop_1,adult-cola,glass-500ml,500.0,1.19,22719.0,0.0023799999999999997,27035.61,0.04022378111377264
2012-07-31,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,lemon-boost,can-330ml,330.0,0.59,36183.0,0.0017878787878787877,21347.969999999998,0.15905326369589998
2012-07-31,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,kinder-cola,glass-500ml,500.0,1.25,25261.0,0.0025,31576.25,0.235259165989912
2012-07-31,Patra,38.244440000000004,21.73444,164250.0,shop_6,gazoza,can-330ml,330.0,0.22,142857.0,0.0006666666666666666,31428.54,0.19134575342465754
2012-07-31,Athens,37.96245,23.687079999999998,672130.0,shop_3,kinder-cola,can-330ml,330.0,0.58,27125.0,0.0017575757575757575,15732.499999999998,0.02340693020695401
2012-07-31,Athens,37.97945,23.71622,672130.0,shop_1,orange-power,plastic-1.5lt,1500.0,1.72,26962.0,0.0011466666666666667,46374.64,0.06899653340871557
2012-07-31,Athens,37.96245,23.687079999999998,672130.0,shop_3,orange-power,plastic-1.5lt,1500.0,1.7,33843.0,0.0011333333333333332,57533.1,0.08559817297249044
2012-07-31,Athens,37.96245,23.687079999999998,672130.0,shop_3,adult-cola,can-330ml,330.0,0.75,27085.0,0.0022727272727272726,20313.75,0.030222947941618436
2012-08-31,Athens,37.97945,23.71622,672130.0,shop_1,kinder-cola,glass-500ml,500.0,1.39,14036.0,0.00278,19510.039999999997,0.02902718224153065
2012-08-31,Athens,37.97945,23.71622,672130.0,shop_1,adult-cola,glass-500ml,500.0,1.34,17626.0,0.00268,23618.84,0.03514028536146281
2012-08-31,Athens,37.97945,23.71622,672130.0,shop_1,adult-cola,can-330ml,330.0,0.81,20893.0,0.002454545454545455,16923.33,0.025178655914778393
2012-08-31,Athens,37.97945,23.71622,672130.0,shop_1,orange-power,glass-500ml,500.0,0.7,47327.0,0.0014,33128.9,0.04928942317706396
2012-08-31,Athens,37.97945,23.71622,672130.0,shop_1,orange-power,plastic-1.5lt,1500.0,1.39,32985.0,0.0009266666666666666,45849.149999999994,0.06821470548852156
2012-08-31,Athens,37.97945,23.71622,672130.0,shop_1,orange-power,can-330ml,330.0,0.45,49702.0,0.0013636363636363637,22365.9,0.03327615193489355
2012-08-31,Athens,37.97945,23.71622,672130.0,shop_1,gazoza,glass-500ml,500.0,0.72,26581.0,0.0014399999999999999,19138.32,0.028474134468034457
2012-08-31,Athens,37.97945,23.71622,672130.0,shop_1,gazoza,plastic-1.5lt,1500.0,0.56,58213.0,0.0003733333333333334,32599.280000000002,0.04850145061223276
2012-08-31,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,kinder-cola,glass-500ml,500.0,1.3,17352.0,0.0026,22557.600000000002,0.16806562409196912
2012-08-31,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,kinder-cola,plastic-1.5lt,1500.0,3.52,12146.0,0.0023466666666666666,42753.92,0.3185385079608699
2012-08-31,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,kinder-cola,can-330ml,330.0,0.87,18083.0,0.0026363636363636363,15732.21,0.11721298772901004
2012-08-31,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,adult-cola,glass-500ml,500.0,1.36,22693.0,0.00272,30862.480000000003,0.22994121547619936
2012-08-31,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,adult-cola,plastic-1.5lt,1500.0,3.11,19079.0,0.0020733333333333333,59335.689999999995,0.44208115095478284
2012-08-31,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,adult-cola,can-330ml,330.0,0.71,30002.0,0.0021515151515151512,21301.42,0.1587064424559861
2012-08-31,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,orange-power,glass-500ml,500.0,0.63,60576.0,0.00126,38162.88,0.28433291858827736
2012-08-31,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,orange-power,can-330ml,330.0,0.38,64891.0,0.0011515151515151514,24658.58,0.1837189965653149
2012-08-31,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,gazoza,glass-500ml,500.0,0.45,83762.0,0.0009,37692.9,0.2808313279043951
2012-08-31,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,gazoza,can-330ml,330.0,0.37,44337.0,0.0011212121212121212,16404.69,0.1222233066853426
2012-08-31,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,lemon-boost,glass-500ml,500.0,0.93,29998.0,0.00186,27898.140000000003,0.20785537070012444
2012-08-31,Irakleion,35.327870000000004,25.14341,134219.0,shop_2,lemon-boost,can-330ml,330.0,0.54,36465.0,0.0016363636363636365,19691.100000000002,0.14670873721306224
2012-08-31,Patra,38.244440000000004,21.73444,164250.0,shop_6,kinder-cola,glass-500ml,500.0,1.3,26601.0,0.0026,34581.3,0.21054063926940642
2012-08-31,Patra,38.244440000000004,21.73444,164250.0,shop_6,kinder-cola,plastic-1.5lt,1500.0,3.15,18410.0,0.0021,57991.5,0.35306849315068495
2012-08-31,Patra,38.244440000000004,21.73444,164250.0,shop_6,kinder-cola,can-330ml,330.0,0.79,33723.0,0.002393939393939394,26641.170000000002,0.16219890410958906
2012-08-31,Patra,38.244440000000004,21.73444,164250.0,shop_6,adult-cola,glass-500ml,500.0,1.2,43742.0,0.0024,52490.4,0.31957625570776255
2012-08-31,Patra,38.244440000000004,21.73444,164250.0,shop_6,adult-cola,plastic-1.5lt,1500.0,2.03,43546.0,0.0013533333333333331,88398.37999999999,0.5381940943683409
2012-08-31,Patra,38.244440000000004,21.73444,164250.0,shop_6,adult-cola,can-330ml,330.0,0.81,35833.0,0.002454545454545455,29024.730000000003,0.17671068493150688
2012-08-31,Patra,38.244440000000004,21.73444,164250.0,shop_6,orange-power,plastic-1.5lt,1500.0,1.5,42531.0,0.001,63796.5,0.3884109589041096
