ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,city,real_values,forecast,error
2013-04-30,421494.76989359927,420613.65020061424,443026.98215692356,421494.76989359927,421494.76989359927,10194.389184504755,10194.389184504755,10194.389184504755,10194.389184504755,10194.389184504755,10194.389184504755,0.0,0.0,0.0,431689.159078104,Irakleion,418840.22000000003,,11337.82307881955
2013-05-31,422185.8605641113,486580.00045121415,508166.84342160414,422185.8605641113,422185.8605641113,75101.52085755051,75101.52085755051,75101.52085755051,75101.52085755051,75101.52085755051,75101.52085755051,0.0,0.0,0.0,497287.3814216618,Irakleion,498072.96,,10879.461999942316
2013-06-30,422855.96178971254,561046.6338444918,582774.9535202538,422855.96178971254,422855.96178971254,149630.34747035606,149630.34747035606,149630.34747035606,149630.34747035606,149630.34747035606,149630.34747035606,0.0,0.0,0.0,572486.3092600686,Irakleion,567236.18,,10288.644260185189
2013-07-31,423548.3997228339,602450.8992445637,625383.7250770668,423548.3997228339,423548.3997228339,190842.88196111794,190842.88196111794,190842.88196111794,190842.88196111794,190842.88196111794,190842.88196111794,0.0,0.0,0.0,614391.2816839518,Irakleion,614673.0900000001,,10992.443393114954
2013-08-31,424240.8962392819,507238.4068156376,530364.4631965215,424240.8962392819,424240.8962392819,94825.58313286354,94825.58313286354,94825.58313286354,94825.58313286354,94825.58313286354,94825.58313286354,0.0,0.0,0.0,519066.4793721455,Irakleion,516437.99000000005,,11297.983824376017
2013-09-30,424911.0541584252,409261.74301090196,432298.261728661,424911.0541584252,424911.0541584252,-4308.387243049015,-4308.387243049015,-4308.387243049015,-4308.387243049015,-4308.387243049015,-4308.387243049015,0.0,0.0,0.0,420602.6669153762,Irakleion,415006.01000000007,,11695.594813284813
2013-10-31,425604.948851624,361747.47936958785,383440.55267679715,425604.948851624,425604.948851624,-53048.680200861025,-53048.680200861025,-53048.680200861025,-53048.680200861025,-53048.680200861025,-53048.680200861025,0.0,0.0,0.0,372556.26865076297,Irakleion,377958.15,,10884.284026034176
2013-11-30,426276.4598450421,329430.0403736643,351549.2685919056,426276.4598450421,426276.4598450421,-85573.38336858684,-85573.38336858684,-85573.38336858684,-85573.38336858684,-85573.38336858684,-85573.38336858684,0.0,0.0,0.0,340703.07647645526,Irakleion,352720.27,,10846.192115450336
2013-12-31,426970.74608579156,405430.77099292097,427776.67919535725,426970.74608579156,426970.74608579156,-10036.252439916741,-10036.252439916741,-10036.252439916741,-10036.252439916741,-10036.252439916741,-10036.252439916741,0.0,0.0,0.0,416934.49364587484,Irakleion,416473.33999999997,,10842.185549482412
2014-01-31,427665.03232654097,302322.5921247947,325495.74428352783,427665.0323265409,427665.0323265409,-113424.95391609322,-113424.95391609322,-113424.95391609322,-113424.95391609322,-113424.95391609322,-113424.95391609322,0.0,0.0,0.0,314240.07841044775,Irakleion,315806.97,,11255.665873080085
2014-02-28,428292.12957625015,221417.9780645342,244207.14132412046,428292.12957625015,428292.12957625015,-195587.91625121396,-195587.91625121396,-195587.91625121396,-195587.91625121396,-195587.91625121396,-195587.91625121396,0.0,0.0,0.0,232704.2133250362,Irakleion,235486.41000000003,,11502.927999084262
2014-03-31,428988.627466597,357978.79675775714,379627.6804495567,428988.627466597,428988.627466597,-59692.896789201266,-59692.896789201266,-59692.896789201266,-59692.896789201266,-59692.896789201266,-59692.896789201266,0.0,0.0,0.0,369295.73067739577,Irakleion,365291.6099999999,,10331.949772160908
2014-04-30,429662.6576830617,428243.88623502175,450629.20535203576,429662.6576830617,429662.6576830617,9704.047313125779,9704.047313125779,9704.047313125779,9704.047313125779,9704.047313125779,9704.047313125779,0.0,0.0,0.0,439366.70499618753,Irakleion,437982.77,,11262.500355848228
2014-05-31,430365.74194749765,493457.19305156835,517155.9108935076,430365.74194749765,430365.74194749765,74586.7530985906,74586.7530985906,74586.7530985906,74586.7530985906,74586.7530985906,74586.7530985906,0.0,0.0,0.0,504952.49504608824,Irakleion,494240.89999999997,,12203.415847419354
2014-06-30,431046.1460743711,569303.775764814,591631.1683366209,431046.1460743712,431046.1460743712,149194.88057424896,149194.88057424896,149194.88057424896,149194.88057424896,149194.88057424896,149194.88057424896,0.0,0.0,0.0,580241.0266486201,Irakleion,584053.41,,11390.14168800076
2014-07-31,431757.3672573584,610816.3968893025,633689.7215895323,431757.3672573584,431757.3672573584,190520.93508692112,190520.93508692112,190520.93508692112,190520.93508692112,190520.93508692112,190520.93508692112,0.0,0.0,0.0,622278.3023442795,Irakleion,604601.06,,11411.419245252851
2014-08-31,432468.5884403458,516622.389615273,538293.7708925859,432468.5884403458,432468.5884403458,94790.65318531358,94790.65318531358,94790.65318531358,94790.65318531358,94790.65318531358,94790.65318531358,0.0,0.0,0.0,527259.2416256594,Irakleion,521587.94000000006,,11034.52926692646
2014-09-30,433162.9039246293,420229.9778322118,442660.7451376971,433162.9039246293,433162.9039246293,-2139.146897178401,-2139.146897178401,-2139.146897178401,-2139.146897178401,-2139.146897178401,-2139.146897178401,0.0,0.0,0.0,431023.75702745095,Irakleion,438197.43999999994,,11636.988110246137
2014-10-31,433880.3632583888,366631.9036671812,389870.203129699,433880.3632583888,433880.3632583888,-54621.38253760874,-54621.38253760874,-54621.38253760874,-54621.38253760874,-54621.38253760874,-54621.38253760874,0.0,0.0,0.0,379258.9807207801,Irakleion,380942.4699999999,,10611.222408918897
2014-11-30,434574.6787426724,338393.2401468921,362003.2071258933,434574.67874267243,434574.67874267243,-84247.5839305111,-84247.5839305111,-84247.5839305111,-84247.5839305111,-84247.5839305111,-84247.5839305111,0.0,0.0,0.0,350327.0948121613,Irakleion,331004.3400000001,,11676.11231373204
2014-12-31,435293.07695145794,415586.94423943403,438598.8553250736,435293.07695145794,435293.07695145794,-7838.251433050639,-7838.251433050639,-7838.251433050639,-7838.251433050639,-7838.251433050639,-7838.251433050639,0.0,0.0,0.0,427454.8255184073,Irakleion,435519.18,,11144.029806666309
2015-01-31,436011.4751602435,310205.49889369746,332900.6159997752,436011.4751602435,436011.4751602435,-115055.0614559123,-115055.0614559123,-115055.0614559123,-115055.0614559123,-115055.0614559123,-115055.0614559123,0.0,0.0,0.0,320956.4137043312,Irakleion,299963.24,,11944.202295443974
2015-02-28,436661.85745414154,228882.70924040247,251904.71611479917,436661.85745414154,436661.85745414154,-196565.038007885,-196565.038007885,-196565.038007885,-196565.038007885,-196565.038007885,-196565.038007885,0.0,0.0,0.0,240096.81944625653,Irakleion,247059.49,,11807.896668542642
2015-03-31,437381.9235652429,367826.92223681015,389688.30595214997,437381.9235652429,437381.9235652429,-58747.15390454983,-58747.15390454983,-58747.15390454983,-58747.15390454983,-58747.15390454983,-58747.15390454983,0.0,0.0,0.0,378634.76966069307,Irakleion,382977.92999999993,,11053.536291456898
2015-04-30,438078.7617061082,436457.9516458029,458527.0570896083,438078.7617061082,438078.7617061082,9194.98217479042,9194.98217479042,9194.98217479042,9194.98217479042,9194.98217479042,9194.98217479042,0.0,0.0,0.0,447273.74388089863,Irakleion,455978.02999999997,,11253.313208709646
2015-05-31,438798.82778500236,501776.9318164377,523683.0417206166,438798.82778500236,438798.82778500236,74064.37751623394,74064.37751623394,74064.37751623394,74064.37751623394,74064.37751623394,74064.37751623394,0.0,0.0,0.0,512863.2053012363,Irakleion,526275.3200000001,,10819.83641938027
2015-06-30,439495.66588644776,576303.0941472145,598914.2590012604,439495.66588644776,439495.66588644776,148742.51211626522,148742.51211626522,148742.51211626522,148742.51211626522,148742.51211626522,148742.51211626522,0.0,0.0,0.0,588238.178002713,Irakleion,593821.62,,10676.080998547375
2015-07-31,440215.731924608,619014.4191585551,640719.90251206,440215.731924608,440215.731924608,190173.0745060379,190173.0745060379,190173.0745060379,190173.0745060379,190173.0745060379,190173.0745060379,0.0,0.0,0.0,630388.8064306459,Irakleion,647933.3400000001,,10331.096081414144
2015-08-31,440935.79796276824,524744.1207517597,547055.0535937418,440935.79796276824,440935.79796276824,94780.38414944464,94780.38414944464,94780.38414944464,94780.38414944464,94780.38414944464,94780.38414944464,0.0,0.0,0.0,535716.1821122129,Irakleion,535829.6299999999,,11338.871481528971
2015-09-30,441632.63602035405,430106.42077728466,453082.3995536193,441632.63602035405,441632.63602035405,32.962676920353445,32.962676920353445,32.962676920353445,32.962676920353445,32.962676920353445,32.962676920353445,0.0,0.0,0.0,441665.5986972744,Irakleion,439494.48999999993,,11416.800856344926
2015-10-31,442352.7020131928,375082.48850185715,398451.9664953322,442352.7020131928,442352.7020131928,-56184.797170889186,-56184.797170889186,-56184.797170889186,-56184.797170889186,-56184.797170889186,-56184.797170889186,0.0,0.0,0.0,386167.9048423036,Irakleion,381325.92,,12284.061653028592
2015-11-30,443049.5400609764,348715.06090335204,371169.94160963956,443049.5400609764,443049.5400609764,-82871.99923383977,-82871.99923383977,-82871.99923383977,-82871.99923383977,-82871.99923383977,-82871.99923383977,0.0,0.0,0.0,360177.5408271366,Irakleion,366995.97000000003,,10992.400782502955
2015-12-31,443769.6060436862,426893.35017084144,449589.6631481297,443769.6060436862,443769.6060436862,-5724.593388166699,-5724.593388166699,-5724.593388166699,-5724.593388166699,-5724.593388166699,-5724.593388166699,0.0,0.0,0.0,438045.01265551953,Irakleion,436074.87,,11544.650492610177
2016-01-31,444489.67200601636,316981.2121104881,339157.7388320503,444489.67200601636,444489.67200601636,-116731.88173998443,-116731.88173998443,-116731.88173998443,-116731.88173998443,-116731.88173998443,-116731.88173998443,0.0,0.0,0.0,327757.7902660319,Irakleion,330246.43,,11399.948566018371
2016-02-29,445163.2820998091,240202.73647697666,263083.89086052316,445163.2820998091,445163.2820998091,-193375.988348465,-193375.988348465,-193375.988348465,-193375.988348465,-193375.988348465,-193375.988348465,0.0,0.0,0.0,251787.29375134408,Irakleion,248899.34999999998,,11296.59710917907
2016-03-31,445883.34810453816,373988.47386407846,395518.2561122287,445883.34810453816,445883.34810453816,-61541.403587969944,-61541.403587969944,-61541.403587969944,-61541.403587969944,-61541.403587969944,-61541.403587969944,0.0,0.0,0.0,384341.9445165682,Irakleion,371177.18000000005,,11176.31159566046
2016-04-30,446580.1861736308,446420.80094157334,469909.1568298218,446580.1861736308,446580.1861736308,10666.607517700306,10666.607517700306,10666.607517700306,10666.607517700306,10666.607517700306,10666.607517700306,0.0,0.0,0.0,457246.7936913311,Irakleion,456973.66000000003,,12662.363138490706
2016-05-31,447300.25217835983,511752.58484499616,534049.023574553,447300.25217835983,447300.25217835983,75608.9017987823,75608.9017987823,75608.9017987823,75608.9017987823,75608.9017987823,75608.9017987823,0.0,0.0,0.0,522909.1539771421,Irakleion,522166.38,,11139.869597410841
2016-06-30,447997.09023117856,586977.8095718782,609760.0305093862,447997.09023117856,447997.09023117856,150048.8878702466,150048.8878702466,150048.8878702466,150048.8878702466,150048.8878702466,150048.8878702466,0.0,0.0,0.0,598045.9781014251,Irakleion,607006.02,,11714.052407961106
2016-07-31,448717.15621909127,628036.4972922553,651061.9099200031,448717.15621909127,448717.15621909127,191138.00748080292,191138.00748080292,191138.00748080292,191138.00748080292,191138.00748080292,191138.00748080292,0.0,0.0,0.0,639855.1636998942,Irakleion,646926.0600000002,,11206.746220108937
2016-08-31,449437.22225307225,533143.8897656678,555270.7879937321,449437.22225307225,449437.22225307225,94884.20657931655,94884.20657931655,94884.20657931655,94884.20657931655,94884.20657931655,94884.20657931655,0.0,0.0,0.0,544321.4288323888,Irakleion,545832.94,,10949.35916134331
2016-09-30,450134.0603504733,432328.01702734525,454160.0874390146,450134.0603504733,450134.0603504733,-6473.700685488862,-6473.700685488862,-6473.700685488862,-6473.700685488862,-6473.700685488862,-6473.700685488862,0.0,0.0,0.0,443660.3596649844,Irakleion,439880.67,,10499.72777403018
2016-10-31,450854.1263623934,388933.90737316053,411097.0275098951,450854.1263623934,450854.1263623934,-51468.06143152047,-51468.06143152047,-51468.06143152047,-51468.06143152047,-51468.06143152047,-51468.06143152047,0.0,0.0,0.0,399386.0649308729,Irakleion,392865.87000000005,,11710.96257902222
2016-11-30,451550.9644384451,352658.33035734424,375909.0716792182,451550.9644384451,451550.9644384451,-86847.33432305533,-86847.33432305533,-86847.33432305533,-86847.33432305533,-86847.33432305533,-86847.33432305533,0.0,0.0,0.0,364703.63011538977,Irakleion,360786.60000000003,,11205.44156382844
2016-12-31,452271.0304503653,428439.7736259005,451488.4532635388,452271.0304503653,452271.0304503653,-12316.434834938324,-12316.434834938324,-12316.434834938324,-12316.434834938324,-12316.434834938324,-12316.434834938324,0.0,0.0,0.0,439954.59561542695,Irakleion,433726.62999999995,,11533.857648111822
2017-01-31,452991.0964622854,329305.030703375,352372.8485639122,452991.0964622854,452991.0964622854,-111844.417464031,-111844.417464031,-111844.417464031,-111844.417464031,-111844.417464031,-111844.417464031,0.0,0.0,0.0,341146.67899825436,Irakleion,344613.59,,11226.169565657852
2017-02-28,453641.4786666003,248459.2627907795,271455.16627808387,453641.4786666003,453641.4786666003,-194524.52605870075,-194524.52605870075,-194524.52605870075,-194524.52605870075,-194524.52605870075,-194524.52605870075,0.0,0.0,0.0,259116.95260789956,Irakleion,236451.55,,12338.213670184312
2017-03-31,454361.5446785204,382195.4943433992,404572.29521189304,454361.5446785204,454361.5446785204,-60624.97715807865,-60624.97715807865,-60624.97715807865,-60624.97715807865,-60624.97715807865,-60624.97715807865,0.0,0.0,0.0,393736.5675204418,Irakleion,393199.41,,10835.727691451262
2017-04-30,455058.3827545722,454480.7371630227,475511.52049859345,455058.3827545722,455058.3827545722,10194.389184523518,10194.389184523518,10194.389184523518,10194.389184523518,10194.389184523518,10194.389184523518,0.0,0.0,0.0,465252.7719390957,Irakleion,473986.26999999996,,10258.748559497762
2017-05-31,455778.4487664923,519428.6296344476,542831.3375947648,455778.4487664923,455778.4487664923,75101.52085754748,75101.52085754748,75101.52085754748,75101.52085754748,75101.52085754748,75101.52085754748,0.0,0.0,0.0,530879.9696240398,Irakleion,532834.0,,11951.36797072494
2017-06-30,456475.286842544,595664.9235709236,616264.7344279445,456475.286842544,456475.286842544,149630.3474703573,149630.3474703573,149630.3474703573,149630.3474703573,149630.3474703573,149630.3474703573,0.0,0.0,0.0,606105.6343129013,Irakleion,607486.05,,10159.100115043228
2017-07-31,457195.35285446414,636357.4150503307,658857.4291936879,457195.35285446414,457195.35285446414,190842.88196111086,190842.88196111086,190842.88196111086,190842.88196111086,190842.88196111086,190842.88196111086,0.0,0.0,0.0,648038.234815575,Irakleion,645921.7100000001,,10819.194378112908
2017-08-31,457915.41886638425,541780.7288001736,563783.9876431404,457915.41886638425,457915.41886638425,94825.58313287026,94825.58313287026,94825.58313287026,94825.58313287026,94825.58313287026,94825.58313287026,0.0,0.0,0.0,552741.0019992546,Irakleion,576214.29,,11042.985643885797
2017-09-30,458612.256942436,443323.44420245255,465639.4058160802,458612.256942436,458612.256942436,-4308.387243041068,-4308.387243041068,-4308.387243041068,-4308.387243041068,-4308.387243041068,-4308.387243041068,0.0,0.0,0.0,454303.8696993949,Irakleion,455805.85,,11335.53611668531
2017-10-31,459332.32295435615,394967.7453084206,417909.62135483057,459332.32295435615,459332.32295435615,-53048.68020086185,-53048.68020086185,-53048.68020086185,-53048.68020086185,-53048.68020086185,-53048.68020086185,0.0,0.0,0.0,406283.6427534943,Irakleion,410071.1,,11625.978601336246
2017-11-30,460029.1610304079,363007.20205106493,385878.33241604886,460029.1610304079,460029.1610304079,-85573.38336858944,-85573.38336858944,-85573.38336858944,-85573.38336858944,-85573.38336858944,-85573.38336858944,0.0,0.0,0.0,374455.7776618184,Irakleion,375836.58999999997,,11422.554754230427
2017-12-31,460749.22704232804,439092.64450241614,462771.832902803,460749.22704232804,460749.22704232804,-10036.252439911008,-10036.252439911008,-10036.252439911008,-10036.252439911008,-10036.252439911008,-10036.252439911008,0.0,0.0,0.0,450712.97460241703,Irakleion,436604.1400000001,,12058.858300385997
2018-01-01,460772.4549781964,429657.2169966817,453302.0958222901,460772.4549781964,460772.4549781964,-19626.75262625769,-19626.75262625769,-19626.75262625769,-19626.75262625769,-19626.75262625769,-19626.75262625769,0.0,0.0,0.0,441145.7023519387,Irakleion,,441145.7023519387,12156.39347035141
2018-02-01,461492.5209901165,342987.1927953154,364627.6177001524,461492.30886974215,461492.7484014715,-107427.4650708429,-107427.4650708429,-107427.4650708429,-107427.4650708429,-107427.4650708429,-107427.4650708429,0.0,0.0,0.0,354065.05591927364,Irakleion,,354065.05591927364,10562.56178087875
2018-03-01,462142.90319443145,259647.9008940636,282748.3144578425,462141.6425263654,462144.22257239645,-190828.53176735752,-190828.53176735752,-190828.53176735752,-190828.53176735752,-190828.53176735752,-190828.53176735752,0.0,0.0,0.0,271314.37142707396,Irakleion,,271314.37142707396,11433.94303076854
2018-04-01,462862.96920635155,388457.7352291919,410469.3122030644,462860.2344901446,462865.8121113496,-63319.561738821765,-63319.561738821765,-63319.561738821765,-63319.561738821765,-63319.561738821765,-63319.561738821765,0.0,0.0,0.0,399543.40746752976,Irakleion,,399543.40746752976,10925.904735534627
2018-05-01,463559.80728240334,464796.5290375722,486049.0377229504,463555.45025367563,463564.47058412485,11559.207539717188,11559.207539717188,11559.207539717188,11559.207539717188,11559.207539717188,11559.207539717188,0.0,0.0,0.0,475119.01482212055,Irakleion,,475119.01482212055,10930.022900829848
2018-06-01,464279.87329432345,529607.4255220239,552438.7008685895,464273.5074234442,464286.678386222,76602.4918965666,76602.4918965666,76602.4918965666,76602.4918965666,76602.4918965666,76602.4918965666,0.0,0.0,0.0,540882.36519089,Irakleion,,540882.36519089,11556.335677699419
2018-07-01,464976.7113703751,605196.442173609,627288.263346671,464968.20465822675,464985.6663070149,150835.24328993898,150835.24328993898,150835.24328993898,150835.24328993898,150835.24328993898,150835.24328993898,0.0,0.0,0.0,615811.9546603141,Irakleion,,615811.9546603141,11476.308686356875
2018-08-01,465696.7773822953,646422.3418545271,668712.9764566738,465686.2248515817,465707.9323427845,191644.29981761926,191644.29981761926,191644.29981761926,191644.29981761926,191644.29981761926,191644.29981761926,0.0,0.0,0.0,657341.0771999145,Irakleion,,657341.0771999145,11371.899256759323
2018-09-01,466416.8433942154,550566.9688443709,572575.3902562525,466403.70711798425,466431.1167910915,95068.47857578025,95068.47857578025,95068.47857578025,95068.47857578025,95068.47857578025,95068.47857578025,0.0,0.0,0.0,561485.3219699956,Irakleion,,561485.3219699956,11090.068286256865
2018-10-01,467113.6814702671,444237.8363641153,467413.70839995536,467097.59317886847,467131.0741076501,-10788.363985875078,-10788.363985875078,-10788.363985875078,-10788.363985875078,-10788.363985875078,-10788.363985875078,0.0,0.0,0.0,456325.317484392,Irakleion,,456325.317484392,11088.39091556333
2018-11-01,467833.7474821873,408582.00676744914,430327.3221800076,467814.63012958516,467854.40129302046,-48288.67338464081,-48288.67338464081,-48288.67338464081,-48288.67338464081,-48288.67338464081,-48288.67338464081,0.0,0.0,0.0,419545.07409754646,Irakleion,,419545.07409754646,10782.248082461127
2018-12-01,468530.585558239,367988.7961345541,390028.79163900577,468509.06028153223,468554.7870659905,-89231.73660179284,-89231.73660179284,-89231.73660179284,-89231.73660179284,-89231.73660179284,-89231.73660179284,0.0,0.0,0.0,379298.84895644616,Irakleion,,379298.84895644616,10729.942682559602
2012-01-31,312808.01799195237,214305.62887642207,235012.28597902716,312808.01799195237,312808.01799195237,-88781.0478530105,-88781.0478530105,-88781.0478530105,-88781.0478530105,-88781.0478530105,-88781.0478530105,0.0,0.0,0.0,224026.97013894186,Larisa,234666.54999999996,,10985.315840085299
2012-02-29,313160.7575557564,173046.14205885187,192901.88420747075,313160.7575557564,313160.7575557564,-129735.63694366055,-129735.63694366055,-129735.63694366055,-129735.63694366055,-129735.63694366055,-129735.63694366055,0.0,0.0,0.0,183425.12061209587,Larisa,187992.27,,9476.763595374883
2012-03-31,313537.82398602983,248805.83977254597,268719.63179480704,313537.82398602983,313537.82398602983,-54770.998168236874,-54770.998168236874,-54770.998168236874,-54770.998168236874,-54770.998168236874,-54770.998168236874,0.0,0.0,0.0,258766.82581779297,Larisa,262872.93,,9952.805977014068
2012-04-30,313902.72698079335,321988.144155107,341725.8784604797,313902.72698079335,313902.72698079335,18070.321474249296,18070.321474249296,18070.321474249296,18070.321474249296,18070.321474249296,18070.321474249296,0.0,0.0,0.0,331973.04845504265,Larisa,330782.58999999997,,9752.830005437077
2012-05-31,314279.7934087157,359949.5452358202,379581.9638980867,314279.7934087157,314279.7934087157,55795.18544318414,55795.18544318414,55795.18544318414,55795.18544318414,55795.18544318414,55795.18544318414,0.0,0.0,0.0,370074.97885189985,Larisa,361100.86000000004,,9506.985046186834
2012-06-30,314644.69641071704,413404.1242418116,433979.5285644142,314644.69641071704,314644.69641071704,109020.3984855076,109020.3984855076,109020.3984855076,109020.3984855076,109020.3984855076,109020.3984855076,0.0,0.0,0.0,423665.0948962246,Larisa,417641.94999999995,,10314.433668189566
2012-07-31,315021.7628461184,443499.0403919985,464145.9175004958,315021.7628461184,315021.7628461184,139468.03104263655,139468.03104263655,139468.03104263655,139468.03104263655,139468.03104263655,139468.03104263655,0.0,0.0,0.0,454489.79388875497,Larisa,452813.3599999999,,9656.123611740826
2012-08-31,315398.82928151975,373705.5760449331,394331.9855362177,315398.82928151975,315398.82928151975,68810.87369552936,68810.87369552936,68810.87369552936,68810.87369552936,68810.87369552936,68810.87369552936,0.0,0.0,0.0,384209.7029770491,Larisa,378264.8,,10122.282559168583
2012-09-30,315763.7322908386,284686.06947074505,303989.4708346715,315763.7322908386,315763.7322908386,-21790.579292505696,-21790.579292505696,-21790.579292505696,-21790.579292505696,-21790.579292505696,-21790.579292505696,0.0,0.0,0.0,293973.1529983329,Larisa,288828.17,,10016.317836338596
2012-10-31,316140.79873380146,249431.77098158136,268564.90875333454,316140.79873380146,316140.79873380146,-57266.749394368504,-57266.749394368504,-57266.749394368504,-57266.749394368504,-57266.749394368504,-57266.749394368504,0.0,0.0,0.0,258874.04933943297,Larisa,264309.7,,9690.859413901577
2012-11-30,316505.7017431089,256089.05009337034,276288.4344714585,316505.7017431089,316505.7017431089,-50222.87319134619,-50222.87319134619,-50222.87319134619,-50222.87319134619,-50222.87319134619,-50222.87319134619,0.0,0.0,0.0,266282.82855176274,Larisa,268793.49999999994,,10005.60591969575
2012-12-31,316882.7681860599,295025.36876744905,314965.84591623384,316882.7681860599,316882.7681860599,-11901.704815039488,-11901.704815039488,-11901.704815039488,-11901.704815039488,-11901.704815039488,-11901.704815039488,0.0,0.0,0.0,304981.0633710204,Larisa,314165.08,,9984.782545213413
2013-01-31,317259.83463421575,216076.08995363637,235828.2965191144,317259.83463421575,317259.83463421575,-91280.17792388338,-91280.17792388338,-91280.17792388338,-91280.17792388338,-91280.17792388338,-91280.17792388338,0.0,0.0,0.0,225979.65671033238,Larisa,226843.12999999998,,9848.639808782027
2013-02-28,317600.4107809372,176331.9252795259,196558.96895887438,317600.4107809372,317600.4107809372,-130909.3923541786,-130909.3923541786,-130909.3923541786,-130909.3923541786,-130909.3923541786,-130909.3923541786,0.0,0.0,0.0,186691.0184267586,Larisa,195688.52,,9867.950532115792
2013-03-31,317977.4772287728,256229.3025384638,276490.6494799143,317977.4772287728,317977.4772287728,-51359.886455188054,-51359.886455188054,-51359.886455188054,-51359.886455188054,-51359.886455188054,-51359.886455188054,0.0,0.0,0.0,266617.5907735848,Larisa,263235.27,,9873.058706329495
2013-04-30,318342.38024280727,323637.0804847334,342891.37824110873,318342.38024280727,318342.38024280727,15107.243110588,15107.243110588,15107.243110588,15107.243110588,15107.243110588,15107.243110588,0.0,0.0,0.0,333449.62335339526,Larisa,330583.67,,9441.754887713469
2013-05-31,318719.44669064286,365041.295122233,385303.4066309253,318719.44669064286,318719.44669064286,56271.50622076598,56271.50622076598,56271.50622076598,56271.50622076598,56271.50622076598,56271.50622076598,0.0,0.0,0.0,374990.95291140885,Larisa,372625.2,,10312.45371951646
2013-06-30,319086.0920748682,411129.5861135086,430723.26952327485,319086.0920748682,319086.0920748682,102192.55435466759,102192.55435466759,102192.55435466759,102192.55435466759,102192.55435466759,102192.55435466759,0.0,0.0,0.0,421278.6464295358,Larisa,406838.2900000001,,9444.623093739036
2013-07-31,319464.9589719011,456600.80105058686,476674.67601214105,319464.9589719011,319464.9589719011,147118.4473629414,147118.4473629414,147118.4473629414,147118.4473629414,147118.4473629414,147118.4473629414,0.0,0.0,0.0,466583.4063348425,Larisa,470807.56000000006,,10091.269677298551
2013-08-31,319843.96204257966,377697.4881200723,397283.1986311388,319843.96204257966,319843.96204257966,67531.72496547925,67531.72496547925,67531.72496547925,67531.72496547925,67531.72496547925,67531.72496547925,0.0,0.0,0.0,387375.6870080589,Larisa,381445.88,,9907.511623079889
2013-09-30,320210.73920775246,290215.7452200104,310166.8385398816,320210.73920775246,320210.73920775246,-19623.105134344845,-19623.105134344845,-19623.105134344845,-19623.105134344845,-19623.105134344845,-19623.105134344845,0.0,0.0,0.0,300587.6340734076,Larisa,305513.22,,9579.204466473951
2013-10-31,320589.8109152764,252879.99109103228,271947.5693245086,320589.8109152764,320589.8109152764,-57911.72403883915,-57911.72403883915,-57911.72403883915,-57911.72403883915,-57911.72403883915,-57911.72403883915,0.0,0.0,0.0,262678.08687643724,Larisa,265268.49999999994,,9269.482448071358
2013-11-30,320956.6545032028,258012.45787631802,279140.06768230605,320956.6545032028,320956.6545032028,-52536.53310482866,-52536.53310482866,-52536.53310482866,-52536.53310482866,-52536.53310482866,-52536.53310482866,0.0,0.0,0.0,268420.12139837415,Larisa,271594.82,,10719.946283931902
2013-12-31,321335.84662455413,300811.03882411093,320866.6735403987,321335.84662455413,321335.84662455413,-10922.769168207162,-10922.769168207162,-10922.769168207162,-10922.769168207162,-10922.769168207162,-10922.769168207162,0.0,0.0,0.0,310413.07745634695,Larisa,316770.55000000005,,10453.596084051766
2014-01-31,321715.03874590533,221691.17944787221,240795.22923999984,321715.03874590533,321715.03874590533,-90451.36796800572,-90451.36796800572,-90451.36796800572,-90451.36796800572,-90451.36796800572,-90451.36796800572,0.0,0.0,0.0,231263.67077789962,Larisa,225354.89,,9531.55846210022
2014-02-28,322057.5348555129,180344.69794081716,200716.0826049391,322057.5348555129,322057.5348555129,-132028.33581833637,-132028.33581833637,-132028.33581833637,-132028.33581833637,-132028.33581833637,-132028.33581833637,0.0,0.0,0.0,190029.19903717653,Larisa,190947.76,,10686.883567762561
2014-03-31,322437.392197148,264906.623029726,284790.46871013305,322437.392197148,322437.392197148,-47978.299529697746,-47978.299529697746,-47978.299529697746,-47978.299529697746,-47978.299529697746,-47978.299529697746,0.0,0.0,0.0,274459.09266745026,Larisa,276735.5299999999,,10331.376042682794
2014-04-30,322804.99607614963,325024.488050273,344393.2239718575,322804.99607614963,322804.99607614963,12078.055901565156,12078.055901565156,12078.055901565156,12078.055901565156,12078.055901565156,12078.055901565156,0.0,0.0,0.0,334883.0519777148,Larisa,340764.06,,9510.1719941427
2014-05-31,323188.497846887,370713.9011010997,390261.4799368624,323188.497846887,323188.497846887,56708.13338104206,56708.13338104206,56708.13338104206,56708.13338104206,56708.13338104206,56708.13338104206,0.0,0.0,0.0,379896.631227929,Larisa,383104.3,,10364.848708933394
2014-06-30,323559.6285927619,408969.4563590959,428679.4307666089,323559.6285927619,323559.6285927619,95469.20206125407,95469.20206125407,95469.20206125407,95469.20206125407,95469.20206125407,95469.20206125407,0.0,0.0,0.0,419028.83065401594,Larisa,408147.5900000001,,9650.600112592976
